filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
27.jpg,53247,"{}",12,0,"{""name"":""rect"",""x"":31,""y"":154,""width"":20,""height"":24}","{}"
27.jpg,53247,"{}",12,1,"{""name"":""rect"",""x"":52,""y"":160,""width"":28,""height"":18}","{}"
27.jpg,53247,"{}",12,2,"{""name"":""rect"",""x"":181,""y"":167,""width"":23,""height"":21}","{}"
27.jpg,53247,"{}",12,3,"{""name"":""rect"",""x"":210,""y"":165,""width"":21,""height"":22}","{}"
27.jpg,53247,"{}",12,4,"{""name"":""rect"",""x"":25,""y"":350,""width"":19,""height"":21}","{}"
27.jpg,53247,"{}",12,5,"{""name"":""rect"",""x"":45,""y"":355,""width"":25,""height"":17}","{}"
27.jpg,53247,"{}",12,6,"{""name"":""rect"",""x"":179,""y"":365,""width"":21,""height"":23}","{}"
27.jpg,53247,"{}",12,7,"{""name"":""rect"",""x"":209,""y"":365,""width"":31,""height"":20}","{}"
27.jpg,53247,"{}",12,8,"{""name"":""rect"",""x"":18,""y"":548,""width"":19,""height"":23}","{}"
27.jpg,53247,"{}",12,9,"{""name"":""rect"",""x"":37,""y"":548,""width"":26,""height"":27}","{}"
27.jpg,53247,"{}",12,10,"{""name"":""rect"",""x"":179,""y"":557,""width"":25,""height"":27}","{}"
27.jpg,53247,"{}",12,11,"{""name"":""rect"",""x"":210,""y"":556,""width"":29,""height"":27}","{}"
28.jpg,49584,"{}",6,0,"{""name"":""rect"",""x"":185,""y"":149,""width"":23,""height"":18}","{}"
28.jpg,49584,"{}",6,1,"{""name"":""rect"",""x"":213,""y"":149,""width"":19,""height"":19}","{}"
28.jpg,49584,"{}",6,2,"{""name"":""rect"",""x"":177,""y"":348,""width"":25,""height"":23}","{}"
28.jpg,49584,"{}",6,3,"{""name"":""rect"",""x"":209,""y"":348,""width"":25,""height"":21}","{}"
28.jpg,49584,"{}",6,4,"{""name"":""rect"",""x"":184,""y"":561,""width"":23,""height"":23}","{}"
28.jpg,49584,"{}",6,5,"{""name"":""rect"",""x"":209,""y"":560,""width"":23,""height"":30}","{}"
29.jpg,50647,"{}",8,0,"{""name"":""rect"",""x"":175,""y"":57,""width"":25,""height"":25}","{}"
29.jpg,50647,"{}",8,1,"{""name"":""rect"",""x"":205,""y"":59,""width"":35,""height"":25}","{}"
29.jpg,50647,"{}",8,2,"{""name"":""rect"",""x"":179,""y"":271,""width"":25,""height"":27}","{}"
29.jpg,50647,"{}",8,3,"{""name"":""rect"",""x"":207,""y"":269,""width"":33,""height"":29}","{}"
29.jpg,50647,"{}",8,4,"{""name"":""rect"",""x"":173,""y"":478,""width"":31,""height"":24}","{}"
29.jpg,50647,"{}",8,5,"{""name"":""rect"",""x"":209,""y"":475,""width"":29,""height"":30}","{}"
29.jpg,50647,"{}",8,6,"{""name"":""rect"",""x"":172,""y"":679,""width"":31,""height"":31}","{}"
29.jpg,50647,"{}",8,7,"{""name"":""rect"",""x"":205,""y"":678,""width"":31,""height"":30}","{}"
30.jpg,49299,"{}",8,0,"{""name"":""rect"",""x"":172,""y"":81,""width"":25,""height"":29}","{}"
30.jpg,49299,"{}",8,1,"{""name"":""rect"",""x"":203,""y"":81,""width"":33,""height"":30}","{}"
30.jpg,49299,"{}",8,2,"{""name"":""rect"",""x"":168,""y"":277,""width"":32,""height"":27}","{}"
30.jpg,49299,"{}",8,3,"{""name"":""rect"",""x"":203,""y"":276,""width"":30,""height"":29}","{}"
30.jpg,49299,"{}",8,4,"{""name"":""rect"",""x"":171,""y"":484,""width"":29,""height"":29}","{}"
30.jpg,49299,"{}",8,5,"{""name"":""rect"",""x"":202,""y"":483,""width"":31,""height"":33}","{}"
30.jpg,49299,"{}",8,6,"{""name"":""rect"",""x"":171,""y"":689,""width"":29,""height"":25}","{}"
30.jpg,49299,"{}",8,7,"{""name"":""rect"",""x"":205,""y"":688,""width"":29,""height"":30}","{}"
31.jpg,50134,"{}",6,0,"{""name"":""rect"",""x"":161,""y"":171,""width"":27,""height"":27}","{}"
31.jpg,50134,"{}",6,1,"{""name"":""rect"",""x"":194,""y"":173,""width"":27,""height"":30}","{}"
31.jpg,50134,"{}",6,2,"{""name"":""rect"",""x"":163,""y"":391,""width"":28,""height"":27}","{}"
31.jpg,50134,"{}",6,3,"{""name"":""rect"",""x"":193,""y"":389,""width"":28,""height"":30}","{}"
31.jpg,50134,"{}",6,4,"{""name"":""rect"",""x"":161,""y"":586,""width"":27,""height"":31}","{}"
31.jpg,50134,"{}",6,5,"{""name"":""rect"",""x"":195,""y"":588,""width"":29,""height"":27}","{}"
32.jpg,50421,"{}",6,0,"{""name"":""rect"",""x"":160,""y"":159,""width"":27,""height"":20}","{}"
32.jpg,50421,"{}",6,1,"{""name"":""rect"",""x"":196,""y"":159,""width"":25,""height"":24}","{}"
32.jpg,50421,"{}",6,2,"{""name"":""rect"",""x"":162,""y"":375,""width"":23,""height"":20}","{}"
32.jpg,50421,"{}",6,3,"{""name"":""rect"",""x"":193,""y"":377,""width"":24,""height"":26}","{}"
32.jpg,50421,"{}",6,4,"{""name"":""rect"",""x"":158,""y"":556,""width"":25,""height"":20}","{}"
32.jpg,50421,"{}",6,5,"{""name"":""rect"",""x"":193,""y"":558,""width"":26,""height"":23}","{}"
33.jpg,49981,"{}",6,0,"{""name"":""rect"",""x"":161,""y"":145,""width"":23,""height"":18}","{}"
33.jpg,49981,"{}",6,1,"{""name"":""rect"",""x"":191,""y"":144,""width"":30,""height"":24}","{}"
33.jpg,49981,"{}",6,2,"{""name"":""rect"",""x"":160,""y"":395,""width"":25,""height"":23}","{}"
33.jpg,49981,"{}",6,3,"{""name"":""rect"",""x"":192,""y"":392,""width"":28,""height"":26}","{}"
33.jpg,49981,"{}",6,4,"{""name"":""rect"",""x"":158,""y"":590,""width"":25,""height"":19}","{}"
33.jpg,49981,"{}",6,5,"{""name"":""rect"",""x"":192,""y"":588,""width"":25,""height"":26}","{}"
34.jpg,49729,"{}",8,0,"{""name"":""rect"",""x"":158,""y"":-1,""width"":28,""height"":18}","{}"
34.jpg,49729,"{}",8,1,"{""name"":""rect"",""x"":187,""y"":1,""width"":26,""height"":13}","{}"
34.jpg,49729,"{}",8,2,"{""name"":""rect"",""x"":158,""y"":189,""width"":27,""height"":25}","{}"
34.jpg,49729,"{}",8,3,"{""name"":""rect"",""x"":186,""y"":187,""width"":29,""height"":24}","{}"
34.jpg,49729,"{}",8,4,"{""name"":""rect"",""x"":160,""y"":397,""width"":25,""height"":24}","{}"
34.jpg,49729,"{}",8,5,"{""name"":""rect"",""x"":189,""y"":399,""width"":25,""height"":29}","{}"
34.jpg,49729,"{}",8,6,"{""name"":""rect"",""x"":157,""y"":602,""width"":30,""height"":26}","{}"
34.jpg,49729,"{}",8,7,"{""name"":""rect"",""x"":187,""y"":602,""width"":24,""height"":26}","{}"
35.jpg,47235,"{}",8,0,"{""name"":""rect"",""x"":175,""y"":131,""width"":29,""height"":20}","{}"
35.jpg,47235,"{}",8,1,"{""name"":""rect"",""x"":205,""y"":132,""width"":25,""height"":23}","{}"
35.jpg,47235,"{}",8,2,"{""name"":""rect"",""x"":173,""y"":346,""width"":32,""height"":20}","{}"
35.jpg,47235,"{}",8,3,"{""name"":""rect"",""x"":207,""y"":348,""width"":27,""height"":26}","{}"
35.jpg,47235,"{}",8,4,"{""name"":""rect"",""x"":176,""y"":531,""width"":29,""height"":21}","{}"
35.jpg,47235,"{}",8,5,"{""name"":""rect"",""x"":206,""y"":527,""width"":25,""height"":29}","{}"
35.jpg,47235,"{}",8,6,"{""name"":""rect"",""x"":177,""y"":719,""width"":26,""height"":23}","{}"
35.jpg,47235,"{}",8,7,"{""name"":""rect"",""x"":207,""y"":722,""width"":25,""height"":24}","{}"
36.jpg,56984,"{}",6,0,"{""name"":""rect"",""x"":180,""y"":156,""width"":24,""height"":20}","{}"
36.jpg,56984,"{}",6,1,"{""name"":""rect"",""x"":207,""y"":156,""width"":29,""height"":23}","{}"
36.jpg,56984,"{}",6,2,"{""name"":""rect"",""x"":174,""y"":341,""width"":28,""height"":20}","{}"
36.jpg,56984,"{}",6,3,"{""name"":""rect"",""x"":204,""y"":341,""width"":27,""height"":25}","{}"
36.jpg,56984,"{}",6,4,"{""name"":""rect"",""x"":174,""y"":545,""width"":25,""height"":27}","{}"
36.jpg,56984,"{}",6,5,"{""name"":""rect"",""x"":202,""y"":549,""width"":29,""height"":24}","{}"
37.jpg,53952,"{}",8,0,"{""name"":""rect"",""x"":146,""y"":3,""width"":31,""height"":19}","{}"
37.jpg,53952,"{}",8,1,"{""name"":""rect"",""x"":182,""y"":1,""width"":33,""height"":27}","{}"
37.jpg,53952,"{}",8,2,"{""name"":""rect"",""x"":146,""y"":194,""width"":28,""height"":19}","{}"
37.jpg,53952,"{}",8,3,"{""name"":""rect"",""x"":181,""y"":193,""width"":31,""height"":23}","{}"
37.jpg,53952,"{}",8,4,"{""name"":""rect"",""x"":151,""y"":378,""width"":26,""height"":24}","{}"
37.jpg,53952,"{}",8,5,"{""name"":""rect"",""x"":181,""y"":377,""width"":28,""height"":27}","{}"
37.jpg,53952,"{}",8,6,"{""name"":""rect"",""x"":152,""y"":573,""width"":25,""height"":25}","{}"
37.jpg,53952,"{}",8,7,"{""name"":""rect"",""x"":184,""y"":576,""width"":28,""height"":21}","{}"
38.jpg,56654,"{}",8,0,"{""name"":""rect"",""x"":221,""y"":148,""width"":30,""height"":18}","{}"
38.jpg,56654,"{}",8,1,"{""name"":""rect"",""x"":181,""y"":129,""width"":29,""height"":26}","{}"
38.jpg,56654,"{}",8,2,"{""name"":""rect"",""x"":192,""y"":284,""width"":25,""height"":15}","{}"
38.jpg,56654,"{}",8,3,"{""name"":""rect"",""x"":202,""y"":237,""width"":18,""height"":21}","{}"
38.jpg,56654,"{}",8,4,"{""name"":""rect"",""x"":192,""y"":336,""width"":23,""height"":25}","{}"
38.jpg,56654,"{}",8,5,"{""name"":""rect"",""x"":220,""y"":333,""width"":24,""height"":28}","{}"
38.jpg,56654,"{}",8,6,"{""name"":""rect"",""x"":191,""y"":538,""width"":27,""height"":24}","{}"
38.jpg,56654,"{}",8,7,"{""name"":""rect"",""x"":218,""y"":540,""width"":29,""height"":21}","{}"
39.jpg,57428,"{}",8,0,"{""name"":""rect"",""x"":181,""y"":98,""width"":31,""height"":27}","{}"
39.jpg,57428,"{}",8,1,"{""name"":""rect"",""x"":215,""y"":101,""width"":30,""height"":25}","{}"
39.jpg,57428,"{}",8,2,"{""name"":""rect"",""x"":178,""y"":297,""width"":32,""height"":25}","{}"
39.jpg,57428,"{}",8,3,"{""name"":""rect"",""x"":216,""y"":300,""width"":29,""height"":25}","{}"
39.jpg,57428,"{}",8,4,"{""name"":""rect"",""x"":177,""y"":485,""width"":36,""height"":23}","{}"
39.jpg,57428,"{}",8,5,"{""name"":""rect"",""x"":215,""y"":485,""width"":31,""height"":26}","{}"
39.jpg,57428,"{}",8,6,"{""name"":""rect"",""x"":186,""y"":693,""width"":27,""height"":24}","{}"
39.jpg,57428,"{}",8,7,"{""name"":""rect"",""x"":213,""y"":696,""width"":31,""height"":24}","{}"
40.jpg,57508,"{}",6,0,"{""name"":""rect"",""x"":184,""y"":150,""width"":32,""height"":26}","{}"
40.jpg,57508,"{}",6,1,"{""name"":""rect"",""x"":216,""y"":152,""width"":34,""height"":26}","{}"
40.jpg,57508,"{}",6,2,"{""name"":""rect"",""x"":188,""y"":358,""width"":28,""height"":23}","{}"
40.jpg,57508,"{}",6,3,"{""name"":""rect"",""x"":217,""y"":354,""width"":27,""height"":33}","{}"
40.jpg,57508,"{}",6,4,"{""name"":""rect"",""x"":182,""y"":565,""width"":34,""height"":28}","{}"
40.jpg,57508,"{}",6,5,"{""name"":""rect"",""x"":219,""y"":562,""width"":27,""height"":36}","{}"
41.jpg,55756,"{}",8,0,"{""name"":""rect"",""x"":190,""y"":5,""width"":21,""height"":25}","{}"
41.jpg,55756,"{}",8,1,"{""name"":""rect"",""x"":213,""y"":3,""width"":27,""height"":26}","{}"
41.jpg,55756,"{}",8,2,"{""name"":""rect"",""x"":188,""y"":172,""width"":27,""height"":26}","{}"
41.jpg,55756,"{}",8,3,"{""name"":""rect"",""x"":220,""y"":174,""width"":23,""height"":24}","{}"
41.jpg,55756,"{}",8,4,"{""name"":""rect"",""x"":189,""y"":378,""width"":28,""height"":25}","{}"
41.jpg,55756,"{}",8,5,"{""name"":""rect"",""x"":213,""y"":380,""width"":30,""height"":26}","{}"
41.jpg,55756,"{}",8,6,"{""name"":""rect"",""x"":188,""y"":588,""width"":29,""height"":30}","{}"
41.jpg,55756,"{}",8,7,"{""name"":""rect"",""x"":216,""y"":591,""width"":25,""height"":27}","{}"
42.jpg,59325,"{}",6,0,"{""name"":""rect"",""x"":192,""y"":167,""width"":28,""height"":20}","{}"
42.jpg,59325,"{}",6,1,"{""name"":""rect"",""x"":226,""y"":165,""width"":25,""height"":27}","{}"
42.jpg,59325,"{}",6,2,"{""name"":""rect"",""x"":192,""y"":356,""width"":29,""height"":24}","{}"
42.jpg,59325,"{}",6,3,"{""name"":""rect"",""x"":225,""y"":356,""width"":26,""height"":26}","{}"
42.jpg,59325,"{}",6,4,"{""name"":""rect"",""x"":193,""y"":547,""width"":28,""height"":26}","{}"
42.jpg,59325,"{}",6,5,"{""name"":""rect"",""x"":223,""y"":546,""width"":28,""height"":32}","{}"
43.jpg,59789,"{}",6,0,"{""name"":""rect"",""x"":195,""y"":169,""width"":26,""height"":16}","{}"
43.jpg,59789,"{}",6,1,"{""name"":""rect"",""x"":225,""y"":166,""width"":29,""height"":25}","{}"
43.jpg,59789,"{}",6,2,"{""name"":""rect"",""x"":193,""y"":360,""width"":30,""height"":32}","{}"
43.jpg,59789,"{}",6,3,"{""name"":""rect"",""x"":224,""y"":360,""width"":33,""height"":31}","{}"
43.jpg,59789,"{}",6,4,"{""name"":""rect"",""x"":192,""y"":552,""width"":32,""height"":29}","{}"
43.jpg,59789,"{}",6,5,"{""name"":""rect"",""x"":223,""y"":552,""width"":35,""height"":32}","{}"
44.jpg,57236,"{}",8,0,"{""name"":""rect"",""x"":200,""y"":211,""width"":33,""height"":33}","{}"
44.jpg,57236,"{}",8,1,"{""name"":""rect"",""x"":233,""y"":210,""width"":34,""height"":41}","{}"
44.jpg,57236,"{}",8,2,"{""name"":""rect"",""x"":203,""y"":23,""width"":33,""height"":32}","{}"
44.jpg,57236,"{}",8,3,"{""name"":""rect"",""x"":234,""y"":25,""width"":32,""height"":27}","{}"
44.jpg,57236,"{}",8,4,"{""name"":""rect"",""x"":203,""y"":389,""width"":30,""height"":31}","{}"
44.jpg,57236,"{}",8,5,"{""name"":""rect"",""x"":234,""y"":390,""width"":30,""height"":34}","{}"
44.jpg,57236,"{}",8,6,"{""name"":""rect"",""x"":203,""y"":570,""width"":31,""height"":38}","{}"
44.jpg,57236,"{}",8,7,"{""name"":""rect"",""x"":232,""y"":574,""width"":31,""height"":34}","{}"
45.jpg,61712,"{}",8,0,"{""name"":""rect"",""x"":190,""y"":58,""width"":28,""height"":23}","{}"
45.jpg,61712,"{}",8,1,"{""name"":""rect"",""x"":217,""y"":56,""width"":28,""height"":27}","{}"
45.jpg,61712,"{}",8,2,"{""name"":""rect"",""x"":187,""y"":246,""width"":29,""height"":28}","{}"
45.jpg,61712,"{}",8,3,"{""name"":""rect"",""x"":219,""y"":247,""width"":33,""height"":31}","{}"
45.jpg,61712,"{}",8,4,"{""name"":""rect"",""x"":184,""y"":431,""width"":33,""height"":29}","{}"
45.jpg,61712,"{}",8,5,"{""name"":""rect"",""x"":215,""y"":430,""width"":33,""height"":31}","{}"
45.jpg,61712,"{}",8,6,"{""name"":""rect"",""x"":183,""y"":633,""width"":32,""height"":34}","{}"
45.jpg,61712,"{}",8,7,"{""name"":""rect"",""x"":215,""y"":637,""width"":38,""height"":31}","{}"
46.jpg,66805,"{}",6,0,"{""name"":""rect"",""x"":176,""y"":179,""width"":31,""height"":40}","{}"
46.jpg,66805,"{}",6,1,"{""name"":""rect"",""x"":210,""y"":181,""width"":35,""height"":29}","{}"
46.jpg,66805,"{}",6,2,"{""name"":""rect"",""x"":174,""y"":392,""width"":36,""height"":40}","{}"
46.jpg,66805,"{}",6,3,"{""name"":""rect"",""x"":215,""y"":394,""width"":30,""height"":36}","{}"
46.jpg,66805,"{}",6,4,"{""name"":""rect"",""x"":179,""y"":620,""width"":31,""height"":35}","{}"
46.jpg,66805,"{}",6,5,"{""name"":""rect"",""x"":212,""y"":621,""width"":30,""height"":36}","{}"
47.jpg,53272,"{}",8,0,"{""name"":""rect"",""x"":175,""y"":14,""width"":33,""height"":31}","{}"
47.jpg,53272,"{}",8,1,"{""name"":""rect"",""x"":208,""y"":13,""width"":29,""height"":34}","{}"
47.jpg,53272,"{}",8,2,"{""name"":""rect"",""x"":178,""y"":181,""width"":29,""height"":35}","{}"
47.jpg,53272,"{}",8,3,"{""name"":""rect"",""x"":206,""y"":183,""width"":34,""height"":32}","{}"
47.jpg,53272,"{}",8,4,"{""name"":""rect"",""x"":178,""y"":384,""width"":30,""height"":34}","{}"
47.jpg,53272,"{}",8,5,"{""name"":""rect"",""x"":209,""y"":387,""width"":29,""height"":33}","{}"
47.jpg,53272,"{}",8,6,"{""name"":""rect"",""x"":176,""y"":607,""width"":28,""height"":41}","{}"
47.jpg,53272,"{}",8,7,"{""name"":""rect"",""x"":208,""y"":605,""width"":27,""height"":43}","{}"
48.jpg,49518,"{}",6,0,"{""name"":""rect"",""x"":165,""y"":180,""width"":27,""height"":39}","{}"
48.jpg,49518,"{}",6,1,"{""name"":""rect"",""x"":206,""y"":180,""width"":29,""height"":32}","{}"
48.jpg,49518,"{}",6,2,"{""name"":""rect"",""x"":174,""y"":379,""width"":28,""height"":32}","{}"
48.jpg,49518,"{}",6,3,"{""name"":""rect"",""x"":206,""y"":377,""width"":30,""height"":40}","{}"
48.jpg,49518,"{}",6,4,"{""name"":""rect"",""x"":177,""y"":578,""width"":26,""height"":38}","{}"
48.jpg,49518,"{}",6,5,"{""name"":""rect"",""x"":203,""y"":586,""width"":32,""height"":30}","{}"
49.jpg,49936,"{}",6,0,"{""name"":""rect"",""x"":168,""y"":167,""width"":33,""height"":31}","{}"
49.jpg,49936,"{}",6,1,"{""name"":""rect"",""x"":201,""y"":165,""width"":30,""height"":35}","{}"
49.jpg,49936,"{}",6,2,"{""name"":""rect"",""x"":172,""y"":360,""width"":27,""height"":32}","{}"
49.jpg,49936,"{}",6,3,"{""name"":""rect"",""x"":202,""y"":361,""width"":31,""height"":32}","{}"
49.jpg,49936,"{}",6,4,"{""name"":""rect"",""x"":173,""y"":551,""width"":31,""height"":32}","{}"
49.jpg,49936,"{}",6,5,"{""name"":""rect"",""x"":201,""y"":550,""width"":34,""height"":34}","{}"
50.jpg,50890,"{}",8,0,"{""name"":""rect"",""x"":186,""y"":11,""width"":30,""height"":30}","{}"
50.jpg,50890,"{}",8,1,"{""name"":""rect"",""x"":218,""y"":12,""width"":33,""height"":32}","{}"
50.jpg,50890,"{}",8,2,"{""name"":""rect"",""x"":189,""y"":207,""width"":26,""height"":28}","{}"
50.jpg,50890,"{}",8,3,"{""name"":""rect"",""x"":219,""y"":207,""width"":27,""height"":29}","{}"
50.jpg,50890,"{}",8,4,"{""name"":""rect"",""x"":186,""y"":404,""width"":32,""height"":31}","{}"
50.jpg,50890,"{}",8,5,"{""name"":""rect"",""x"":219,""y"":408,""width"":28,""height"":32}","{}"
50.jpg,50890,"{}",8,6,"{""name"":""rect"",""x"":190,""y"":616,""width"":25,""height"":31}","{}"
50.jpg,50890,"{}",8,7,"{""name"":""rect"",""x"":219,""y"":620,""width"":27,""height"":25}","{}"
